"X","Swidtab","Cygnets","CygnetsII","CygnetsIII","Age","PrevSeaMaxDUr","PrevSeaMove","PrevSSites","SWID","Sex","Season","PrevSeason","PrevSeaWWT","MainSite","PrevSeaMS","PrevSeaBS","ThisSeaWWT","PrevSeaWWT.1","Julian","PrevSeaJulian","PBS","PopBSAll","Ind","WWTBOTH","WWTNON","WWTOUT","WWTIN","WWTNEW","Age.Z","PBS.Z","PopBSAll.Z","PrevSeaMaxDUr","PrevSSites.Z","PrevSeaJulian.Z"
"2848",7516,2386,0,NA,0,4,43,NA,1,"I00708","F",1992,"Yes","No","NI-MYO","IRL-BLO","IS-SKJ","No","No",NA,63,0,12.8,3201,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,43,-0.596234559041618,-1.5265177552907
"2849",7525,2390,0,NA,0,4,76,17.13920867,2,"I00712","M",1992,"Yes","No","GB-LCF","GB-CSS",NA,"No","No",NA,84,0,12.8,3202,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,76,0.527944169837395,0.50938413728852
"2850",7531,2392,0,NA,0,5,165,NA,1,"I00714","M",1993,"Yes","No","NI-MUC","NI-LCO",NA,"No","No",79,133,0,16,3203,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-0.133398006794489,165,-0.596234559041618,5.25982188664003
"2851",7532,2392,0,NA,0,6,64,57.07718156,2,"I00714","M",1994,"Yes","No","IRL-ICL","NI-MUC",NA,"No","No",NA,79,0,17.9,3204,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,0.403506731815117,64,0.527944169837395,0.0246455914363242
"2852",7534,2392,3,3,1,8,9,0.369481913,2,"I00714","M",1996,"Yes","No","NI-MUC","IRL-ICL",NA,"No","No",80,75,3,20.63,3205,"","WWTNON","","","WWTNON",0.591614684629545,0.514396463185301,1.17495406676471,9,0.527944169837395,-0.363145245245432
"2853",7535,2392,0,NA,0,9,34,63.19287877,3,"I00714","M",1997,"Yes","No","NI-MUC","NI-BNM",NA,"No","No",79,80,3,15.02,3206,"","WWTNON","","","WWTNON",0.902652353577361,0.514396463185301,-0.410327819340497,34,1.65212289871641,0.121593300606763
"2854",7540,2393,0,NA,0,7,2,NA,1,"I00715","M",1995,"Yes","No","GB-MMR","IRL-BMG",NA,"Yes","No",NA,78,0,18.29,3207,"","","","WWTIN","WWTIN",0.280577015681729,-0.451859155995521,0.513713493950773,2,-0.596234559041618,-0.0723021177341148
"2855",7541,2393,0,NA,0,8,35,37.75194058,3,"I00715","M",1996,"Yes","Yes","GB-LSH","IRL-ICL","IS-SKJ","No","No",84,NA,0,20.63,3208,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,1.17495406676471,35,1.65212289871641,NA
"2856",7548,2396,0,NA,0,7,9,4.501669777,2,"I00718","M",1995,"Yes","No","GB-NHF","GB-SHW",NA,"No","No",65,78,0,18.29,3209,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.513713493950773,9,0.527944169837395,-0.0723021177341148
"2857",7549,2396,3,3,1,8,31,1.374607432,2,"I00718","M",1996,"Yes","No","GB-NHF","GB-OHP",NA,"No","No",74,65,3,20.63,3210,"","WWTNON","","","WWTNON",0.591614684629545,0.514396463185301,1.17495406676471,31,0.527944169837395,-1.33262233694982
"2858",7550,2396,2,2,1,9,8,5.505907925,3,"I00718","M",1997,"Yes","No","GB-OHP","GB-NHF",NA,"No","No",NA,74,5,15.02,3211,"","WWTNON","","","WWTNON",0.902652353577361,1.15856687597251,-0.410327819340497,8,1.65212289871641,-0.460092954415871
"2859",7559,2398,0,NA,0,15,42,293.7460059,2,"I00720","F",2003,"Yes","No","IRL-KEN","NI-DUN",NA,"No","No",NA,NA,0,15.28,3212,"","WWTNON","","","WWTNON",2.76887836726426,-0.451859155995521,-0.336856644583393,42,0.527944169837395,NA
"2860",7562,2399,0,NA,0,4,127,NA,1,"I00721","M",1992,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",80,80,0,12.8,3214,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-1.03765861918962,127,-0.596234559041618,0.121593300606763
"2861",7563,2399,0,NA,0,5,102,NA,1,"I00721","M",1993,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",70,80,0,16,3215,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-0.133398006794489,102,-0.596234559041618,0.121593300606763
"2862",7564,2399,0,NA,0,6,118,NA,1,"I00721","M",1994,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",77,70,0,17.9,3216,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,0.403506731815117,118,-0.596234559041618,-0.847883791097627
"2863",7565,2399,0,NA,0,7,143,NA,1,"I00721","M",1995,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",82,77,0,18.29,3217,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,0.513713493950773,143,-0.596234559041618,-0.169249826904554
"2864",7566,2399,0,NA,0,8,141,NA,1,"I00721","M",1996,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",68,82,0,20.63,3218,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,1.17495406676471,141,-0.596234559041618,0.315488718947641
"2865",7567,2399,2,2,1,9,122,NA,1,"I00721","M",1997,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",75,68,2,15.02,3219,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.192311256791694,-0.410327819340497,122,-0.596234559041618,-1.04177920943851
"2866",7568,2399,1,1,1,10,126,NA,1,"I00721","M",1998,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",66,75,3,20.44,3220,"WWTBOTH","","","","WWTBOTH",1.21369002252518,0.514396463185301,1.12126359290375,126,-0.596234559041618,-0.363145245245432
"2867",7569,2399,3,3,1,11,128,NA,1,"I00721","M",1999,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",75,66,6,16.8,3221,"WWTBOTH","","","","WWTBOTH",1.52472769147299,1.48065208236612,0.0926671463042928,128,-0.596234559041618,-1.23567462777938
"2868",7570,2399,0,NA,0,12,141,NA,1,"I00721","M",2000,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",73,75,6,16.32,3222,"WWTBOTH","","","","WWTBOTH",1.83576536042081,1.48065208236612,-0.0429719455549764,141,-0.596234559041618,-0.363145245245432
"2869",7571,2399,0,NA,0,13,131,NA,1,"I00721","M",2001,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",71,73,6,21.42,3223,"WWTBOTH","","","","WWTBOTH",2.14680302936863,1.48065208236612,1.39819340544976,131,-0.596234559041618,-0.55704066358631
"2870",7572,2399,2,2,1,14,113,NA,1,"I00721","M",2002,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",60,71,8,13.75,3224,"WWTBOTH","","","","WWTBOTH",2.45784069831644,2.12482249515334,-0.769206249884813,113,-0.596234559041618,-0.750936081927188
"2871",7573,2399,2,2,1,15,83,NA,1,"I00721","M",2003,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",76,60,10,15.28,3225,"WWTBOTH","","","","WWTBOTH",2.76887836726426,2.76899290794055,-0.336856644583393,83,-0.596234559041618,-1.81736088280202
"2872",7574,2399,0,NA,0,16,122,NA,1,"I00721","M",2004,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",75,76,10,16.9,3226,"WWTBOTH","","","","WWTBOTH",3.07991603621207,2.76899290794055,0.12092529044164,122,-0.596234559041618,-0.266197536074993
"2873",7575,2399,1,1,1,17,134,NA,1,"I00721","M",2005,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",72,75,11,12.1,3227,"WWTBOTH","","","","WWTBOTH",3.39095370515989,3.09107811433416,-1.23546562815105,134,-0.596234559041618,-0.363145245245432
"2874",7592,2411,0,NA,0,3,121,450.4003615,2,"I00733","M",1993,"Yes","Yes","GB-WEL","GB-EAL",NA,"Yes","No",94,76,0,16,3229,"","","","WWTIN","WWTIN",-0.963573660109535,-0.451859155995521,-0.133398006794489,121,0.527944169837395,-0.266197536074993
"2875",7596,2417,1,1,1,5,94,NA,1,"I00739","F",1993,"Yes","No","NI-DRB","NI-MRL","IS-SNV","No","No",NA,94,1,16,3230,"","WWTNON","","","WWTNON",-0.341498322213903,-0.129773949601914,-0.133398006794489,94,-0.596234559041618,1.47886122899291
"2876",7601,2419,0,NA,0,3,7,NA,1,"I00741","F",1993,"Yes","No","NI-KTK","NI-DRB",NA,"No","No",NA,86,0,16,3231,"","WWTNON","","","WWTNON",-0.963573660109535,-0.451859155995521,-0.133398006794489,7,-0.596234559041618,0.703279555629398
"2877",7602,2419,0,NA,0,4,63,NA,1,"I00741","F",1994,"Yes","No","NI-KNR","NI-CLE",NA,"No","No",71,NA,0,17.9,3232,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.403506731815117,63,-0.596234559041618,NA
"2878",7603,2419,0,NA,0,5,33,NA,1,"I00741","F",1995,"Yes","No","NI-SLC","NI-KTK",NA,"No","No",NA,71,0,18.29,3233,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,0.513713493950773,33,-0.596234559041618,-0.750936081927188
"2879",7610,2426,1,1,1,4,144,NA,1,"I00748","F",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",85,90,4,12.8,3235,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.836481669578908,-1.03765861918962,144,-0.596234559041618,1.09107039231115
"2880",7611,2426,0,NA,0,5,134,NA,1,"I00748","F",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",78,85,4,16,3236,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.836481669578908,-0.133398006794489,134,-0.596234559041618,0.606331846458959
"2881",7612,2426,1,1,1,6,116,NA,1,"I00748","F",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",70,78,5,17.9,3237,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,1.15856687597251,0.403506731815117,116,-0.596234559041618,-0.0723021177341148
"2882",7613,2426,1,1,1,7,126,NA,1,"I00748","F",1995,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",95,70,6,18.29,3238,"WWTBOTH","","","","WWTBOTH",0.280577015681729,1.48065208236612,0.513713493950773,126,-0.596234559041618,-0.847883791097627
"2883",7614,2426,1,1,1,8,154,NA,1,"I00748","F",1996,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,95,7,20.63,3239,"WWTBOTH","","","","WWTBOTH",0.591614684629545,1.80273728875973,1.17495406676471,154,-0.596234559041618,1.57580893816335
"2884",7617,2427,1,1,1,4,144,NA,1,"I00749","M",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",85,90,4,12.8,3241,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,0.836481669578908,-1.03765861918962,144,-0.596234559041618,1.09107039231115
"2885",7618,2427,0,NA,0,5,134,NA,1,"I00749","M",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",78,85,4,16,3242,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,0.836481669578908,-0.133398006794489,134,-0.596234559041618,0.606331846458959
"2886",7619,2427,1,1,1,6,116,NA,1,"I00749","M",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",70,78,5,17.9,3243,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,1.15856687597251,0.403506731815117,116,-0.596234559041618,-0.0723021177341148
"2887",7620,2427,1,1,1,7,126,NA,1,"I00749","M",1995,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",95,70,6,18.29,3244,"WWTBOTH","","","","WWTBOTH",0.280577015681729,1.48065208236612,0.513713493950773,126,-0.596234559041618,-0.847883791097627
"2888",7621,2427,1,1,1,8,154,3.660309981,2,"I00749","M",1996,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,95,7,20.63,3245,"WWTBOTH","","","","WWTBOTH",0.591614684629545,1.80273728875973,1.17495406676471,154,0.527944169837395,1.57580893816335
"2889",7622,2427,4,4,1,9,113,NA,1,"I00749","M",1997,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",60,NA,11,15.02,3246,"WWTBOTH","","","","WWTBOTH",0.902652353577361,3.09107811433416,-0.410327819340497,113,-0.596234559041618,NA
"2890",7623,2427,2,2,1,10,64,NA,1,"I00749","M",1998,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",72,60,13,20.44,3247,"WWTBOTH","","","","WWTBOTH",1.21369002252518,3.73524852712137,1.12126359290375,64,-0.596234559041618,-1.81736088280202
"2891",7628,2431,0,NA,0,2,158,NA,1,"I00753","F",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",84,85,0,12.8,3248,"WWTBOTH","","","","WWTBOTH",-1.27461132905735,-0.451859155995521,-1.03765861918962,158,-0.596234559041618,0.606331846458959
"2892",7629,2431,0,NA,0,3,83,NA,1,"I00753","F",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,84,0,16,3249,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.133398006794489,83,-0.596234559041618,0.50938413728852
"2893",7630,2431,0,NA,0,4,80,NA,1,"I00753","F",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",84,NA,0,17.9,3250,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,0.403506731815117,80,-0.596234559041618,NA
"2894",7631,2431,0,NA,0,5,60,686.941281,2,"I00753","F",1995,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",76,84,0,18.29,3251,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.513713493950773,60,0.527944169837395,0.50938413728852
"2895",7632,2431,0,NA,0,6,136,NA,1,"I00753","F",1996,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,76,0,20.63,3252,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,1.17495406676471,136,-0.596234559041618,-0.266197536074993
"2896",7633,2431,0,NA,0,7,75,NA,1,"I00753","F",1997,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,15.02,3253,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,-0.410327819340497,75,-0.596234559041618,NA
"2897",7634,2431,3,3,1,8,103,NA,1,"I00753","F",1998,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,3,20.44,3254,"WWTBOTH","","","","WWTBOTH",0.591614684629545,0.514396463185301,1.12126359290375,103,-0.596234559041618,NA
"2898",7635,2431,0,NA,0,9,4,6.570165539,2,"I00753","F",1999,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",85,NA,3,16.8,3255,"WWTBOTH","","","","WWTBOTH",0.902652353577361,0.514396463185301,0.0926671463042928,4,0.527944169837395,NA
"2899",7638,2432,0,NA,0,4,134,NA,1,"I00754","F",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",85,94,1,12.8,3257,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.129773949601914,-1.03765861918962,134,-0.596234559041618,1.47886122899291
"2900",7639,2432,0,NA,0,5,147,NA,1,"I00754","F",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",98,85,1,16,3258,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.129773949601914,-0.133398006794489,147,-0.596234559041618,0.606331846458959
"2901",7640,2432,0,NA,0,6,125,NA,1,"I00754","F",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,98,1,17.9,3259,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.129773949601914,0.403506731815117,125,-0.596234559041618,1.86665206567467
"2902",7641,2432,0,NA,0,7,4,NA,1,"I00754","F",1995,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",90,NA,1,18.29,3260,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.129773949601914,0.513713493950773,4,-0.596234559041618,NA
"2903",7644,2438,0,NA,0,3,15,NA,1,"I00760","M",1993,"Yes","No","IRL-BFP","NI-MUC",NA,"No","No",NA,NA,0,16,3262,"","WWTNON","","","WWTNON",-0.963573660109535,-0.451859155995521,-0.133398006794489,15,-0.596234559041618,NA
"2904",7651,2456,0,NA,0,4,123,NA,1,"I00778","F",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,75,0,12.8,3264,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-1.03765861918962,123,-0.596234559041618,-0.363145245245432
"2905",7653,2456,0,NA,0,6,3,379.801403,3,"I00778","F",1994,"Yes","Yes","GB-MFL","GB-WEL",NA,"No","Yes",NA,NA,0,17.9,3265,"","","WWTOUT","","WWTOUT",-0.0304606532660867,-0.451859155995521,0.403506731815117,3,1.65212289871641,NA
"2906",7663,2465,0,NA,0,4,47,NA,1,"I00787","F",1992,"Yes","No","IRL-SPG","NI-MYO",NA,"No","No",86,60,0,12.8,3267,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,47,-0.596234559041618,-1.81736088280202
"2907",7664,2465,0,NA,0,5,79,20.57701556,6,"I00787","F",1993,"Yes","No","NI-CRI","NI-MYO",NA,"No","No",NA,86,0,16,3268,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-0.133398006794489,79,5.02465908535345,0.703279555629398
"2908",7665,2465,0,NA,0,6,2,NA,1,"I00787","F",1994,"Yes","No","IRL-ICL","IRL-SPG","IS-LGM","No","No",96,NA,0,17.9,3269,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,0.403506731815117,2,-0.596234559041618,NA
"2909",7666,2465,0,NA,0,7,152,7.610002862,4,"I00787","F",1995,"Yes","No","IRL-ICL","NI-CRI",NA,"No","No",90,96,0,18.29,3270,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.513713493950773,152,2.77630162759542,1.67275664733379
"2910",7670,2467,0,NA,0,6,99,NA,1,"I00789","F",1994,"Yes","Yes","GB-WEL","IRL-BRF",NA,"Yes","No",101,81,0,17.9,3271,"","","","WWTIN","WWTIN",-0.0304606532660867,-0.451859155995521,0.403506731815117,99,-0.596234559041618,0.218541009777202
"2911",7676,2473,1,1,1,5,13,279.1157343,3,"I00795","M",1993,"Yes","No","GB-BRI","GB-BRI",NA,"No","No",NA,NA,1,16,3272,"","WWTNON","","","WWTNON",-0.341498322213903,-0.129773949601914,-0.133398006794489,13,1.65212289871641,NA
"2912",7681,2476,0,NA,0,9,2,NA,1,"I00798","F",1997,"Yes","No","IRL-DUR","GB-KBR",NA,"No","No",NA,75,0,15.02,3273,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,-0.410327819340497,2,-0.596234559041618,-0.363145245245432
"2913",7686,2478,0,NA,0,4,18,NA,1,"I00800","F",1992,"Yes","No","NI-FLM","NI-MUC",NA,"No","No",NA,84,0,12.8,3275,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,18,-0.596234559041618,0.50938413728852
"2914",7687,2478,3,3,1,5,2,19.71944219,3,"I00800","F",1993,"Yes","No","NI-DGY","NI-LRS",NA,"No","No",NA,NA,3,16,3276,"","WWTNON","","","WWTNON",-0.341498322213903,0.514396463185301,-0.133398006794489,2,1.65212289871641,NA
"2915",7695,2480,0,NA,0,9,28,6.452324119,4,"I00802","F",1997,"Yes","No","IRL-BLL","IRL-CRV",NA,"No","No",76,84,0,15.02,3277,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,-0.410327819340497,28,2.77630162759542,0.50938413728852
"2916",7704,2482,0,NA,0,5,8,14.73772586,2,"I00804","M",1993,"Yes","No","IRL-ANL","IRL-REB",NA,"No","No",76,NA,0,16,3278,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-0.133398006794489,8,0.527944169837395,NA
"2917",7709,2483,0,NA,0,4,120,NA,1,"I00805","F",1992,"Yes","No","NI-CLS","NI-DYM","IS-EYH","No","No",77,73,0,12.8,3280,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,120,-0.596234559041618,-0.55704066358631
"2918",7714,2488,0,NA,0,9,16,14.77213399,3,"I00810","M",1999,"Yes","No","IRL-BGI","IRL-GAL",NA,"No","No",NA,80,0,16.8,3282,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,0.0926671463042928,16,1.65212289871641,0.121593300606763
"2919",7717,2489,0,NA,0,2,9,NA,1,"I00811","F",1992,"Yes","No","IRL-ICL","NI-DBR",NA,"No","No",80,88,0,12.8,3283,"","WWTNON","","","WWTNON",-1.27461132905735,-0.451859155995521,-1.03765861918962,9,-0.596234559041618,0.897174973970276
"2920",7726,2495,0,NA,0,2,138,301.8053272,2,"I00817","F",1992,"Yes","Yes","IRL-ICL","GB-WAX","IS-MKS","No","No",96,85,0,12.8,3285,"","WWTNON","","","WWTNON",-1.27461132905735,-0.451859155995521,-1.03765861918962,138,0.527944169837395,0.606331846458959
"2921",7727,2495,0,NA,0,3,31,NA,1,"I00817","F",1993,"Yes","No","GB-WEL","GB-WEL",NA,"Yes","Yes",79,96,0,16,3286,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,-0.133398006794489,31,-0.596234559041618,1.67275664733379
"2922",7728,2495,0,NA,0,4,51,NA,1,"I00817","F",1994,"Yes","Yes","IRL-BLO","IRL-ICL",NA,"No","No",NA,79,0,17.9,3287,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.403506731815117,51,-0.596234559041618,0.0246455914363242
"2923",7731,2495,0,NA,0,7,41,10.50585019,2,"I00817","F",1997,"Yes","No","IRL-LFH","IRL-KMR",NA,"No","No",NA,NA,0,15.02,3288,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,-0.410327819340497,41,0.527944169837395,NA
"2924",7738,2498,0,NA,0,7,24,10.95269279,3,"I00820","F",1995,"Yes","No","GB-BGF","GB-HRC",NA,"No","No",82,NA,0,18.29,3289,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.513713493950773,24,1.65212289871641,NA
"2925",7759,2506,0,NA,0,4,167,110.3135921,2,"I00828","NaN",1992,"Yes","No","GB-SCK","IS-BAK",NA,"No","No",NA,100,2,12.8,3292,"","WWTNON","","","WWTNON",-0.652535991161719,0.192311256791694,-1.03765861918962,167,0.527944169837395,2.06054748401555
"2926",7765,2509,0,NA,0,4,60,482.696521,3,"I00831","M",1995,"Yes","No","IRL-DMC","IRL-LAT",NA,"No","No",NA,NA,0,18.29,3293,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.513713493950773,60,1.65212289871641,NA
"2927",7766,2509,0,NA,0,5,12,22.62898225,3,"I00831","M",1996,"Yes","No","IS-HRA","IRL-BYL",NA,"No","No",NA,NA,0,20.63,3294,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,1.17495406676471,12,1.65212289871641,NA
"2928",7778,2521,0,NA,0,4,46,NA,1,"I00843","F",1993,"Yes","No","GB-WEL","GB-CMO",NA,"Yes","No",79,76,0,16,3296,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,-0.133398006794489,46,-0.596234559041618,-0.266197536074993
"2929",7783,2523,0,NA,0,4,81,NA,1,"I00845","M",1993,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,80,0,16,3299,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-0.133398006794489,81,-0.596234559041618,0.121593300606763
"2930",7784,2523,0,NA,0,5,51,NA,1,"I00845","M",1994,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,17.9,3300,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.403506731815117,51,-0.596234559041618,NA
"2931",7785,2523,2,2,1,6,46,NA,1,"I00845","M",1995,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",82,NA,2,18.29,3301,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,0.192311256791694,0.513713493950773,46,-0.596234559041618,NA
"2932",7786,2523,0,NA,0,7,143,NA,1,"I00845","M",1996,"Yes","Yes","IS-HRA","GB-MMR",NA,"No","Yes",NA,82,2,20.63,3302,"","","WWTOUT","","WWTOUT",0.280577015681729,0.192311256791694,1.17495406676471,143,-0.596234559041618,0.315488718947641
"2933",7807,2534,2,2,1,8,93,NA,1,"I00856","F",1997,"Yes","No","NI-MYO","IRL-CST",NA,"No","No",NA,NA,2,15.02,3303,"","WWTNON","","","WWTNON",0.591614684629545,0.192311256791694,-0.410327819340497,93,-0.596234559041618,NA
"2934",7817,2544,0,NA,0,4,53,4.531555591,3,"I00866","F",1995,"Yes","No","IRL-ICL","NI-MYO",NA,"No","No",90,84,0,18.29,3305,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.513713493950773,53,1.65212289871641,0.50938413728852
"2935",7818,2544,0,NA,0,5,136,4.495568053,2,"I00866","F",1996,"Yes","No","IRL-INC","IRL-ICL",NA,"No","No",NA,90,0,20.63,3306,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,1.17495406676471,136,0.527944169837395,1.09107039231115
"2936",7824,2547,0,NA,0,5,91,696.8524272,2,"I00869","M",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,NA,0,17.9,3309,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.403506731815117,91,0.527944169837395,NA
"2937",7828,2548,0,NA,0,7,31,NA,1,"I00870","M",1996,"Yes","No","NI-SRL","GB-AKV","IS-ANV","No","No",NA,NA,0,20.63,3310,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,1.17495406676471,31,-0.596234559041618,NA
"2938",7829,2548,0,NA,0,8,28,NA,1,"I00870","M",1997,"Yes","No","NI-MYO","GB-NHF",NA,"No","No",88,NA,0,15.02,3311,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,-0.410327819340497,28,-0.596234559041618,NA
"2939",7838,2553,0,NA,0,6,77,419.4761142,2,"I00875","F",1995,"Yes","Yes","GB-WEL","GB-LAD","IS-BUR","Yes","No",NA,NA,0,18.29,3313,"","","","WWTIN","WWTIN",-0.0304606532660867,-0.451859155995521,0.513713493950773,77,0.527944169837395,NA
"2940",7844,2558,0,NA,0,6,128,799.8266012,4,"I00880","F",1995,"Yes","Yes","IRL-BLD","GB-WAX",NA,"No","No",79,79,0,18.29,3315,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,0.513713493950773,128,2.77630162759542,0.0246455914363242
"2941",7856,2567,0,NA,0,2,131,NA,1,"I00889","M",1993,"Yes","Yes","GB-WEL","DK-TOT",NA,"Yes","No",71,NA,0,16,3318,"","","","WWTIN","WWTIN",-1.27461132905735,-0.451859155995521,-0.133398006794489,131,-0.596234559041618,NA
"2942",7857,2567,0,NA,0,3,123,NA,1,"I00889","M",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,71,0,17.9,3319,"WWTBOTH","","","","WWTBOTH",-0.963573660109535,-0.451859155995521,0.403506731815117,123,-0.596234559041618,-0.750936081927188
