"X","Swidtab","Cygnets","CygnetsII","CygnetsIII","Age","PrevSeaMaxDUr","PrevSeaMove","PrevSSites","SWID","Sex","Season","PrevSeason","PrevSeaWWT","MainSite","PrevSeaMS","PrevSeaBS","ThisSeaWWT","PrevSeaWWT.1","Julian","PrevSeaJulian","PBS","PopBSAll","Ind","WWTBOTH","WWTNON","WWTOUT","WWTIN","WWTNEW","Age.Z","PBS.Z","PopBSAll.Z","PrevSeaMaxDUr","PrevSSites.Z","PrevSeaJulian.Z"
"2753",7131,2105,0,NA,0,15,23,NA,1,"I00423","F",2002,"Yes","No","NI-COR","NI-MGD",NA,"No","No",91,90,6,13.75,3073,"","WWTNON","","","WWTNON",2.76887836726426,1.48065208236612,-0.769206249884813,23,-0.596234559041618,1.09107039231115
"2754",7151,2118,0,NA,0,4,132,NA,1,"I00436","F",1991,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",77,75,0,20.2,3077,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,1.05344404697411,132,-0.596234559041618,-0.363145245245432
"2755",7152,2118,0,NA,0,5,135,NA,1,"I00436","F",1992,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",79,77,0,12.8,3078,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.03765861918962,135,-0.596234559041618,-0.169249826904554
"2756",7153,2118,0,NA,0,6,147,NA,1,"I00436","F",1993,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",72,79,0,16,3079,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.133398006794489,147,-0.596234559041618,0.0246455914363242
"2757",7154,2118,0,NA,0,7,142,NA,1,"I00436","F",1994,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,72,0,17.9,3080,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,0.403506731815117,142,-0.596234559041618,-0.653988372756749
"2758",7155,2118,0,NA,0,8,100,NA,1,"I00436","F",1995,"Yes","Yes","GB-WEL","GB-MMR",NA,"Yes","Yes",76,62,0,18.29,3081,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,0.513713493950773,100,-0.596234559041618,-1.62346546446114
"2759",7156,2118,0,NA,0,9,148,NA,1,"I00436","F",1996,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",68,76,0,20.63,3082,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,1.17495406676471,148,-0.596234559041618,-0.266197536074993
"2760",7157,2118,0,NA,0,10,128,NA,1,"I00436","F",1997,"Yes","Yes","GB-MMR","GB-WEL",NA,"Yes","Yes",NA,68,0,15.02,3083,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.451859155995521,-0.410327819340497,128,-0.596234559041618,-1.04177920943851
"2761",7158,2118,0,NA,0,11,97,NA,1,"I00436","F",1998,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",73,NA,0,20.44,3084,"WWTBOTH","","","","WWTBOTH",1.52472769147299,-0.451859155995521,1.12126359290375,97,-0.596234559041618,NA
"2762",7159,2118,0,NA,0,12,106,NA,1,"I00436","F",1999,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",68,73,0,16.8,3085,"WWTBOTH","","","","WWTBOTH",1.83576536042081,-0.451859155995521,0.0926671463042928,106,-0.596234559041618,-0.55704066358631
"2763",7160,2118,0,NA,0,13,134,NA,1,"I00436","F",2000,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,68,0,16.32,3086,"WWTBOTH","","","","WWTBOTH",2.14680302936863,-0.451859155995521,-0.0429719455549764,134,-0.596234559041618,-1.04177920943851
"2764",7164,2120,0,NA,0,4,132,NA,1,"I00438","M",1991,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",77,75,0,20.2,3088,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,1.05344404697411,132,-0.596234559041618,-0.363145245245432
"2765",7165,2120,0,NA,0,5,135,NA,1,"I00438","M",1992,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",79,77,0,12.8,3089,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.03765861918962,135,-0.596234559041618,-0.169249826904554
"2766",7166,2120,0,NA,0,6,147,NA,1,"I00438","M",1993,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",72,79,0,16,3090,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.133398006794489,147,-0.596234559041618,0.0246455914363242
"2767",7167,2120,0,NA,0,7,142,NA,1,"I00438","M",1994,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,72,0,17.9,3091,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,0.403506731815117,142,-0.596234559041618,-0.653988372756749
"2768",7168,2120,0,NA,0,8,100,NA,1,"I00438","M",1995,"Yes","Yes","GB-WEL","GB-MMR",NA,"Yes","Yes",76,62,0,18.29,3092,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,0.513713493950773,100,-0.596234559041618,-1.62346546446114
"2769",7169,2120,0,NA,0,9,148,NA,1,"I00438","M",1996,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",68,76,0,20.63,3093,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,1.17495406676471,148,-0.596234559041618,-0.266197536074993
"2770",7170,2120,0,NA,0,10,128,NA,1,"I00438","M",1997,"Yes","Yes","GB-MMR","GB-WEL",NA,"Yes","Yes",NA,68,0,15.02,3094,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.451859155995521,-0.410327819340497,128,-0.596234559041618,-1.04177920943851
"2771",7171,2120,0,NA,0,11,97,NA,1,"I00438","M",1998,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",73,NA,0,20.44,3095,"WWTBOTH","","","","WWTBOTH",1.52472769147299,-0.451859155995521,1.12126359290375,97,-0.596234559041618,NA
"2772",7172,2120,0,NA,0,12,106,NA,1,"I00438","M",1999,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",68,73,0,16.8,3096,"WWTBOTH","","","","WWTBOTH",1.83576536042081,-0.451859155995521,0.0926671463042928,106,-0.596234559041618,-0.55704066358631
"2773",7173,2120,0,NA,0,13,134,NA,1,"I00438","M",2000,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",62,68,0,16.32,3097,"WWTBOTH","","","","WWTBOTH",2.14680302936863,-0.451859155995521,-0.0429719455549764,134,-0.596234559041618,-1.04177920943851
"2774",7183,2127,0,NA,0,4,41,4.348915801,2,"I00445","F",1991,"Yes","No","NI-CRN","NI-CRN",NA,"No","No",90,90,0,20.2,3099,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,1.05344404697411,41,0.527944169837395,1.09107039231115
"2775",7186,2128,0,NA,0,4,82,NA,1,"I00446","M",1991,"Yes","No","NI-CLE","NI-CLE",NA,"No","No",NA,NA,0,20.2,3101,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,1.05344404697411,82,-0.596234559041618,NA
"2776",7187,2128,0,NA,0,5,31,NA,1,"I00446","M",1992,"Yes","No","NI-CLE","NI-CLE","IS-SKJ","No","No",86,NA,0,12.8,3102,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-1.03765861918962,31,-0.596234559041618,NA
"2777",7189,2128,0,NA,0,7,148,NA,1,"I00446","M",1994,"Yes","No","NI-DOS","NI-CLE",NA,"No","No",88,99,0,17.9,3103,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.403506731815117,148,-0.596234559041618,1.96359977484511
"2778",7191,2128,0,NA,0,9,109,2.779873166,2,"I00446","M",1996,"Yes","No","NI-CLE","NI-DOS",NA,"No","No",NA,92,0,20.63,3104,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,1.17495406676471,109,0.527944169837395,1.28496581065203
"2779",7192,2128,0,NA,0,10,62,NA,1,"I00446","M",1997,"Yes","No","NI-CLE","NI-CLE",NA,"No","No",88,NA,0,15.02,3105,"","WWTNON","","","WWTNON",1.21369002252518,-0.451859155995521,-0.410327819340497,62,-0.596234559041618,NA
"2780",7193,2128,1,1,1,11,106,NA,1,"I00446","M",1998,"Yes","No","NI-CLE","NI-CLE",NA,"No","No",NA,88,1,20.44,3106,"","WWTNON","","","WWTNON",1.52472769147299,-0.129773949601914,1.12126359290375,106,-0.596234559041618,0.897174973970276
"2781",7203,2132,0,NA,0,8,2,2.336907753,2,"I00450","NaN",1995,"Yes","No","IRL-BGI","GB-STB",NA,"No","No",77,NA,0,18.29,3107,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,0.513713493950773,2,0.527944169837395,NA
"2782",7204,2132,0,NA,0,9,7,1.001139912,2,"I00450","NaN",1996,"Yes","No","GB-BAR","NI-BLB",NA,"No","No",NA,77,0,20.63,3108,"","WWTNON","","","WWTNON",0.902652353577361,-0.451859155995521,1.17495406676471,7,0.527944169837395,-0.169249826904554
"2783",7211,2140,0,NA,0,4,137,NA,1,"I00458","F",1986,"Yes","Yes","GB-WEL","GB-ADB",NA,"Yes","No",83,93,0,11.2,3109,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,-1.48978892538718,137,-0.596234559041618,1.38191351982247
"2784",7212,2140,0,NA,0,5,9,624.9256252,2,"I00458","F",1987,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",91,83,0,17.4,3110,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,0.262216011128378,9,0.527944169837395,0.412436428118081
"2785",7213,2140,0,NA,0,6,139,NA,1,"I00458","F",1988,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",89,91,0,8.5,3111,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-2.25275881709557,139,-0.596234559041618,1.18801810148159
"2786",7240,2155,0,NA,0,17,58,NA,1,"I00475","M",2004,"Yes","No","NI-DBR","IRL-BYN",NA,"No","No",NA,NA,0,16.9,3113,"","WWTNON","","","WWTNON",3.39095370515989,-0.451859155995521,0.12092529044164,58,-0.596234559041618,NA
"2787",7247,2159,0,NA,0,13,2,162.5622267,2,"I00479","M",2000,"Yes","No","IRL-BNaN","IRL-BNaN",NA,"No","No",NA,NA,0,16.32,3114,"","WWTNON","","","WWTNON",2.14680302936863,-0.451859155995521,-0.0429719455549764,2,0.527944169837395,NA
"2788",7253,2163,0,NA,0,4,22,NA,1,"I00483","M",1991,"Yes","No","IRL-ICL","IRL-SPG",NA,"No","No",96,88,0,20.2,3115,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,1.05344404697411,22,-0.596234559041618,0.897174973970276
"2789",7254,2163,0,NA,0,5,3,13.01878843,3,"I00483","M",1992,"Yes","No","IRL-SPG","IRL-BRF",NA,"No","No",76,96,0,12.8,3116,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-1.03765861918962,3,1.65212289871641,1.67275664733379
"2790",7255,2163,0,NA,0,6,4,2.912981552,4,"I00483","M",1993,"Yes","No","IRL-ICL","IRL-ICL",NA,"No","No",100,76,0,16,3117,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,-0.133398006794489,4,2.77630162759542,-0.266197536074993
"2791",7256,2163,0,NA,0,7,98,NA,1,"I00483","M",1994,"Yes","No","NI-LFB","IRL-SPG",NA,"No","No",93,100,0,17.9,3118,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.403506731815117,98,-0.596234559041618,2.06054748401555
"2792",7257,2163,2,2,1,8,65,8.670577679,4,"I00483","M",1995,"Yes","No","NI-CGB","IRL-ICL",NA,"No","No",NA,93,2,18.29,3119,"","WWTNON","","","WWTNON",0.591614684629545,0.192311256791694,0.513713493950773,65,2.77630162759542,1.38191351982247
"2793",7258,2163,0,NA,0,9,23,NA,1,"I00483","M",1996,"Yes","No","IRL-POL","NI-LFB",NA,"No","No",79,NA,2,20.63,3120,"","WWTNON","","","WWTNON",0.902652353577361,0.192311256791694,1.17495406676471,23,-0.596234559041618,NA
"2794",7280,2193,2,2,1,6,25,NA,1,"I00513","NaN",1992,"Yes","No","GB-KMS","GB-TAI",NA,"No","No",NA,NA,2,12.8,3121,"","WWTNON","","","WWTNON",-0.0304606532660867,0.192311256791694,-1.03765861918962,25,-0.596234559041618,NA
"2795",7282,2193,0,NA,0,8,103,NA,1,"I00513","NaN",1994,"Yes","No","GB-DEL","GB-KMS",NA,"No","No",NA,84,2,17.9,3122,"","WWTNON","","","WWTNON",0.591614684629545,0.192311256791694,0.403506731815117,103,-0.596234559041618,0.50938413728852
"2796",7298,2201,0,NA,0,7,97,NA,1,"I00521","NaN",1989,"Yes","No","NI-LGN","NI-DIA",NA,"No","No",84,85,0,9.8,3125,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,-1.88540294331005,97,-0.596234559041618,0.606331846458959
"2797",7299,2201,0,NA,0,8,18,2.540115879,3,"I00521","NaN",1990,"Yes","No","NI-LRY","NI-DPN",NA,"No","No",62,84,0,16.99,3126,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,0.146357620165253,18,1.65212289871641,0.50938413728852
"2798",7302,2202,0,NA,0,8,2,NA,1,"I00522","F",1990,"Yes","No","GB-GLC","GB-STE",NA,"No","No",76,NA,0,16.99,3127,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,0.146357620165253,2,-0.596234559041618,NA
"2799",7321,2214,0,NA,0,4,133,NA,1,"I00534","F",1991,"Yes","Yes","GB-WEL","GB-WEL","IS-GLB","Yes","Yes",85,73,0,20.2,3131,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,1.05344404697411,133,-0.596234559041618,-0.55704066358631
"2800",7322,2214,0,NA,0,5,163,NA,1,"I00534","F",1992,"Yes","Yes","GB-WEL","GB-WEL","IS-GLB","Yes","Yes",76,85,0,12.8,3132,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.03765861918962,163,-0.596234559041618,0.606331846458959
"2801",7323,2214,0,NA,0,6,145,NA,1,"I00534","F",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",NA,76,0,16,3133,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,-0.133398006794489,145,-0.596234559041618,-0.266197536074993
"2802",7324,2214,0,NA,0,7,104,NA,1,"I00534","F",1994,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",78,NA,0,17.9,3134,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,0.403506731815117,104,-0.596234559041618,NA
"2803",7325,2214,0,NA,0,8,96,NA,1,"I00534","F",1995,"Yes","Yes","GB-CAE","GB-WEL","IS-MKS","Yes","Yes",88,78,0,18.29,3135,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,0.513713493950773,96,-0.596234559041618,-0.0723021177341148
"2804",7326,2214,0,NA,0,9,150,273.6829299,2,"I00534","F",1996,"Yes","Yes","GB-CAE","GB-WEL",NA,"Yes","Yes",79,88,0,20.63,3136,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,1.17495406676471,150,0.527944169837395,0.897174973970276
"2805",7327,2214,0,NA,0,10,169,NA,1,"I00534","F",1997,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",93,79,0,15.02,3137,"WWTBOTH","","","","WWTBOTH",1.21369002252518,-0.451859155995521,-0.410327819340497,169,-0.596234559041618,0.0246455914363242
"2806",7328,2214,6,6,1,11,142,NA,1,"I00534","F",1998,"Yes","Yes","GB-WEL","GB-CAE","IS-LGM","Yes","Yes",81,93,6,20.44,3138,"WWTBOTH","","","","WWTBOTH",1.52472769147299,1.48065208236612,1.12126359290375,142,-0.596234559041618,1.38191351982247
"2807",7333,2217,0,NA,0,4,9,NA,1,"I00537","M",1991,"Yes","No","NI-MYO","NI-BRO","IS-VV1","No","No",60,75,0,20.2,3140,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,1.05344404697411,9,-0.596234559041618,-0.363145245245432
"2808",7334,2217,0,NA,0,5,47,NA,1,"I00537","M",1992,"Yes","No","IRL-SPG","NI-MYO",NA,"No","No",86,60,0,12.8,3141,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-1.03765861918962,47,-0.596234559041618,-1.81736088280202
"2809",7335,2217,0,NA,0,6,79,20.57701556,6,"I00537","M",1993,"Yes","No","NI-CRI","NI-MYO",NA,"No","No",NA,86,0,16,3142,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,-0.133398006794489,79,5.02465908535345,0.703279555629398
"2810",7336,2217,0,NA,0,7,2,NA,1,"I00537","M",1994,"Yes","No","IRL-ICL","IRL-SPG","IS-LGM","No","No",96,NA,0,17.9,3143,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.403506731815117,2,-0.596234559041618,NA
"2811",7341,2218,0,NA,0,6,4,84.28456803,2,"I00538","F",1993,"Yes","No","NI-CLR","NI-ISH",NA,"No","No",70,NA,0,16,3145,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,-0.133398006794489,4,0.527944169837395,NA
"2812",7342,2218,4,4,1,7,2,2.678442575,2,"I00538","F",1994,"Yes","No","IRL-ICL","NI-LRS",NA,"No","No",NA,70,4,17.9,3146,"","WWTNON","","","WWTNON",0.280577015681729,0.836481669578908,0.403506731815117,2,0.527944169837395,-0.847883791097627
"2813",7344,2218,0,NA,0,9,8,25.93564656,3,"I00538","F",1996,"Yes","No","IRL-KSH","IRL-ICL",NA,"No","No",67,89,4,20.63,3147,"","WWTNON","","","WWTNON",0.902652353577361,0.836481669578908,1.17495406676471,8,1.65212289871641,0.994122683140715
"2814",7353,2222,0,NA,0,4,6,35.97130594,5,"I00542","NaN",1992,"Yes","No","IRL-ICL","IRL-SSL",NA,"No","No",NA,NA,0,12.8,3150,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,6,3.90048035647443,NA
"2815",7366,2243,0,NA,0,4,64,NA,1,"I00564","M",1991,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,NA,0,20.2,3152,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,1.05344404697411,64,-0.596234559041618,NA
"2816",7367,2243,0,NA,0,5,14,NA,1,"I00564","M",1992,"Yes","Yes","GB-MMR","GB-MMR","IS-LNS","Yes","Yes",NA,NA,0,12.8,3153,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-1.03765861918962,14,-0.596234559041618,NA
"2817",7374,2255,0,NA,0,8,50,3.800005224,2,"I00576","M",1995,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,73,0,18.29,3154,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,0.513713493950773,50,0.527944169837395,-0.55704066358631
"2818",7381,2271,0,NA,0,3,55,NA,1,"I00592","M",1997,"Yes","No","GB-LLY","GB-WEL",NA,"No","Yes",NA,NA,0,15.02,3156,"","","WWTOUT","","WWTOUT",-0.963573660109535,-0.451859155995521,-0.410327819340497,55,-0.596234559041618,NA
"2819",7386,2288,0,NA,0,13,9,NA,1,"I00610","F",2000,"Yes","No","IRL-FTL","IRL-LNaN",NA,"No","No",NA,NA,0,16.32,3157,"","WWTNON","","","WWTNON",2.14680302936863,-0.451859155995521,-0.0429719455549764,9,-0.596234559041618,NA
"2820",7400,2317,0,NA,0,8,4,NA,1,"I00639","F",1993,"Yes","No","GB-WKW","GB-WAX",NA,"No","No",NA,84,0,16,3160,"","WWTNON","","","WWTNON",0.591614684629545,-0.451859155995521,-0.133398006794489,4,-0.596234559041618,0.50938413728852
"2821",7402,2317,2,2,1,10,20,5.910471477,4,"I00639","F",1995,"Yes","No","GB-CTF","GB-WKW","IS-SVA","No","No",61,NA,2,18.29,3161,"","WWTNON","","","WWTNON",1.21369002252518,0.192311256791694,0.513713493950773,20,2.77630162759542,NA
"2822",7403,2317,3,3,1,11,11,9.49002764,3,"I00639","F",1996,"Yes","No","GB-BGF","GB-WAX","IS-SVA","No","No",92,61,5,20.63,3162,"","WWTNON","","","WWTNON",1.52472769147299,1.15856687597251,1.17495406676471,11,1.65212289871641,-1.72041317363158
"2823",7404,2317,2,2,1,12,330,1061.614705,6,"I00639","F",1997,"Yes","No","GB-CTF","GB-CTF","IS-SVA","No","No",NA,92,7,15.02,3163,"","WWTNON","","","WWTNON",1.83576536042081,1.80273728875973,-0.410327819340497,330,5.02465908535345,1.28496581065203
"2824",7405,2317,3,3,1,13,23,2.015638812,2,"I00639","F",1998,"Yes","No","GB-WAX","GB-BGF","IS-SVA","No","No",NA,NA,10,20.44,3164,"","WWTNON","","","WWTNON",2.14680302936863,2.76899290794055,1.12126359290375,23,0.527944169837395,NA
"2825",7406,2317,0,NA,0,14,22,29.49853779,6,"I00639","F",1999,"Yes","No","GB-WDS","GB-CTF",NA,"No","No",NA,NA,10,16.8,3165,"","WWTNON","","","WWTNON",2.45784069831644,2.76899290794055,0.0926671463042928,22,5.02465908535345,NA
"2826",7416,2325,0,NA,0,5,39,NA,1,"I00647","F",1993,"Yes","No","IRL-BLK","IRL-INC",NA,"No","No",100,NA,0,16,3168,"","WWTNON","","","WWTNON",-0.341498322213903,-0.451859155995521,-0.133398006794489,39,-0.596234559041618,NA
"2827",7422,2330,0,NA,0,4,76,12.12853753,2,"I00652","F",1992,"Yes","No","GB-CSS","GB-PLW",NA,"No","No",NA,84,0,12.8,3169,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,76,0.527944169837395,0.50938413728852
"2828",7428,2335,0,NA,0,4,9,106.093112,2,"I00657","M",1994,"Yes","No","GB-LOR","NI-LRS",NA,"No","No",85,81,0,17.9,3172,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,0.403506731815117,9,0.527944169837395,0.218541009777202
"2829",7431,2336,0,NA,0,4,125,NA,1,"I00658","F",1992,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",99,92,0,12.8,3174,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-1.03765861918962,125,-0.596234559041618,1.28496581065203
"2830",7436,2341,0,NA,0,4,128,51.56041618,2,"I00663","F",1992,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,85,0,12.8,3176,"WWTBOTH","","","","WWTBOTH",-0.652535991161719,-0.451859155995521,-1.03765861918962,128,0.527944169837395,0.606331846458959
"2831",7437,2341,0,NA,0,5,118,NA,1,"I00663","F",1993,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",70,NA,0,16,3177,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-0.133398006794489,118,-0.596234559041618,NA
"2832",7438,2341,0,NA,0,6,144,149.3565616,2,"I00663","F",1994,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",91,70,0,17.9,3178,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,0.403506731815117,144,0.527944169837395,-0.847883791097627
"2833",7439,2341,0,NA,0,7,132,149.3565616,2,"I00663","F",1995,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",76,91,0,18.29,3179,"WWTBOTH","","","","WWTBOTH",0.280577015681729,-0.451859155995521,0.513713493950773,132,0.527944169837395,1.18801810148159
"2834",7440,2341,0,NA,0,8,131,NA,1,"I00663","F",1996,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",88,76,0,20.63,3180,"WWTBOTH","","","","WWTBOTH",0.591614684629545,-0.451859155995521,1.17495406676471,131,-0.596234559041618,-0.266197536074993
"2835",7441,2341,0,NA,0,9,138,NA,1,"I00663","F",1997,"Yes","Yes","GB-MMR","GB-MMR",NA,"Yes","Yes",NA,88,0,15.02,3181,"WWTBOTH","","","","WWTBOTH",0.902652353577361,-0.451859155995521,-0.410327819340497,138,-0.596234559041618,0.897174973970276
"2836",7458,2349,0,NA,0,5,63,480.8284728,3,"I00671","M",1993,"Yes","Yes","GB-WEL","GB-WEL",NA,"Yes","Yes",78,73,0,16,3184,"WWTBOTH","","","","WWTBOTH",-0.341498322213903,-0.451859155995521,-0.133398006794489,63,1.65212289871641,-0.55704066358631
"2837",7481,2364,0,NA,0,4,37,5.574811712,2,"I00686","M",1992,"Yes","No","GB-BNY","NI-LBA",NA,"No","No",69,85,0,12.8,3188,"","WWTNON","","","WWTNON",-0.652535991161719,-0.451859155995521,-1.03765861918962,37,0.527944169837395,0.606331846458959
"2838",7483,2364,0,NA,0,6,83,NA,1,"I00686","M",1994,"Yes","No","NI-CGH","GB-BNY",NA,"No","No",79,83,0,17.9,3189,"","WWTNON","","","WWTNON",-0.0304606532660867,-0.451859155995521,0.403506731815117,83,-0.596234559041618,0.412436428118081
"2839",7484,2364,0,NA,0,7,37,0.8921933,2,"I00686","M",1995,"Yes","No","NI-MGH","NI-CGB",NA,"No","No",76,79,0,18.29,3190,"","WWTNON","","","WWTNON",0.280577015681729,-0.451859155995521,0.513713493950773,37,0.527944169837395,0.0246455914363242
"2840",7485,2364,1,1,1,8,37,6.179596155,4,"I00686","M",1996,"Yes","No","NI-TMA","NI-CGH",NA,"No","No",NA,76,1,20.63,3191,"","WWTNON","","","WWTNON",0.591614684629545,-0.129773949601914,1.17495406676471,37,2.77630162759542,-0.266197536074993
"2841",7486,2364,0,NA,0,9,46,5.287402855,3,"I00686","M",1997,"Yes","No","NI-MGH","NI-MGH",NA,"No","No",62,NA,1,15.02,3192,"","WWTNON","","","WWTNON",0.902652353577361,-0.129773949601914,-0.410327819340497,46,1.65212289871641,NA
"2842",7488,2364,0,NA,0,11,74,NA,1,"I00686","M",1999,"Yes","No","NI-TME","NI-MGH",NA,"No","No",NA,72,1,16.8,3193,"","WWTNON","","","WWTNON",1.52472769147299,-0.129773949601914,0.0926671463042928,74,-0.596234559041618,-0.653988372756749
"2843",7489,2364,0,NA,0,12,51,NA,1,"I00686","M",2000,"Yes","No","NI-CGH","NI-TME",NA,"No","No",NA,NA,1,16.32,3194,"","WWTNON","","","WWTNON",1.83576536042081,-0.129773949601914,-0.0429719455549764,51,-0.596234559041618,NA
"2844",7492,2365,0,NA,0,4,18,NA,1,"I00687","M",1992,"Yes","No","GB-CAE","NI-RSG",NA,"Yes","No",95,84,0,12.8,3195,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,-1.03765861918962,18,-0.596234559041618,0.50938413728852
"2845",7493,2365,0,NA,0,5,173,NA,1,"I00687","M",1993,"Yes","Yes","GB-CAE","NI-LRS",NA,"Yes","No",88,95,0,16,3196,"","","","WWTIN","WWTIN",-0.341498322213903,-0.451859155995521,-0.133398006794489,173,-0.596234559041618,1.57580893816335
"2846",7494,2365,0,NA,0,6,40,86.90256322,3,"I00687","M",1994,"Yes","Yes","GB-CAE","GB-CAE",NA,"Yes","Yes",NA,88,0,17.9,3197,"WWTBOTH","","","","WWTBOTH",-0.0304606532660867,-0.451859155995521,0.403506731815117,40,1.65212289871641,0.897174973970276
"2847",7511,2381,0,NA,0,4,10,NA,1,"I00703","F",1992,"Yes","Yes","GB-MMR","GB-FAN",NA,"Yes","No",80,NA,0,12.8,3200,"","","","WWTIN","WWTIN",-0.652535991161719,-0.451859155995521,-1.03765861918962,10,-0.596234559041618,NA
